customer_id,customer_name,segment,city,state,region
PI-COR-W-1570,Bart Pistole,Corporate,Los Angeles,California,West
FO-CON-S-1571,Bart Folk,Consumer,Montgomery,Alabama,South
KO-CON-C-1572,Darren Koutras,Consumer,Chicago,Illinois,Central
HA-COR-S-1573,Kristen Hastings,Corporate,Springfield,Virginia,South
HA-COR-S-1574,Kristen Hastings,Corporate,Springfield,Virginia,South
HA-COR-S-1575,Kristen Hastings,Corporate,Springfield,Virginia,South
HA-COR-S-1576,Kristen Hastings,Corporate,Springfield,Virginia,South
HA-COR-S-1577,Kristen Hastings,Corporate,Springfield,Virginia,South
CA-COR-S-1578,Karen Carlisle,Corporate,Macon,Georgia,South
CA-COR-S-1579,Karen Carlisle,Corporate,Macon,Georgia,South
MC-COR-E-1580,Suzanne McNair,Corporate,New York City,New York,East
ZI-CON-W-1581,Tracy Zic,Consumer,Louisville,Colorado,West
ZI-CON-W-1582,Tracy Zic,Consumer,Louisville,Colorado,West
ZI-CON-W-1583,Tracy Zic,Consumer,Louisville,Colorado,West
BR-HOM-E-1584,Thomas Brumley,Home Office,New York City,New York,East
KA-CON-C-1585,Joe Kamberova,Consumer,Des Plaines,Illinois,Central
KA-CON-C-1586,Joe Kamberova,Consumer,Des Plaines,Illinois,Central
KA-CON-C-1587,Joe Kamberova,Consumer,Des Plaines,Illinois,Central
KA-CON-C-1588,Joe Kamberova,Consumer,Des Plaines,Illinois,Central
KA-CON-C-1589,Joe Kamberova,Consumer,Des Plaines,Illinois,Central
AR-COR-E-1590,Laura Armstrong,Corporate,Hackensack,New Jersey,East
AR-COR-E-1591,Laura Armstrong,Corporate,Hackensack,New Jersey,East
AR-COR-E-1592,Laura Armstrong,Corporate,Hackensack,New Jersey,East
AR-COR-E-1593,Laura Armstrong,Corporate,Hackensack,New Jersey,East
AR-COR-E-1594,Laura Armstrong,Corporate,Hackensack,New Jersey,East
TO-CON-E-1595,Shui Tom,Consumer,New York City,New York,East
TH-CON-E-1596,Thomas Thornton,Consumer,Dover,Delaware,East
TH-CON-E-1597,Thomas Thornton,Consumer,Dover,Delaware,East
GL-CON-C-1598,Hunter Glantz,Consumer,Fort Worth,Texas,Central
GL-CON-C-1599,Hunter Glantz,Consumer,Fort Worth,Texas,Central
EI-CON-C-1600,Richard Eichhorn,Consumer,Decatur,Illinois,Central
EI-CON-C-1601,Richard Eichhorn,Consumer,Decatur,Illinois,Central
EI-CON-C-1602,Richard Eichhorn,Consumer,Decatur,Illinois,Central
TO-CON-E-1603,Shui Tom,Consumer,Philadelphia,Pennsylvania,East
TO-CON-E-1604,Shui Tom,Consumer,Philadelphia,Pennsylvania,East
TO-CON-E-1605,Shui Tom,Consumer,Philadelphia,Pennsylvania,East
TO-CON-E-1606,Shui Tom,Consumer,Philadelphia,Pennsylvania,East
WE-CON-W-1607,Pierre Wener,Consumer,Louisville,Colorado,West
WE-CON-W-1608,Pierre Wener,Consumer,Louisville,Colorado,West
TR-CON-E-1609,Ted Trevino,Consumer,Akron,Ohio,East
TR-CON-E-1610,Ted Trevino,Consumer,Akron,Ohio,East
PA-COR-E-1611,Sung Pak,Corporate,Philadelphia,Pennsylvania,East
DO-CON-S-1612,Rob Dowd,Consumer,Athens,Georgia,South
DO-CON-S-1613,Rob Dowd,Consumer,Athens,Georgia,South
DO-CON-S-1614,Rob Dowd,Consumer,Athens,Georgia,South
BR-COR-E-1615,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,East
KE-COR-W-1616,Grace Kelly,Corporate,Salem,Oregon,West
KE-COR-W-1617,Grace Kelly,Corporate,Salem,Oregon,West
KE-COR-W-1618,Grace Kelly,Corporate,Salem,Oregon,West
WO-COR-W-1619,Laurel Workman,Corporate,Brentwood,California,West
WO-COR-W-1620,Laurel Workman,Corporate,Brentwood,California,West
WO-COR-W-1621,Laurel Workman,Corporate,Brentwood,California,West
LI-COR-E-1622,Marina Lichtenstein,Corporate,Lakewood,New Jersey,East
LI-COR-E-1623,Marina Lichtenstein,Corporate,Lakewood,New Jersey,East
GE-CON-S-1624,Bruce Geld,Consumer,Delray Beach,Florida,South
CL-COR-C-1625,Matthew Clasen,Corporate,Saint Louis,Missouri,Central
RO-HOM-W-1626,Steven Roelle,Home Office,Los Angeles,California,West
MO-COR-S-1627,Denise Monton,Corporate,Asheville,North Carolina,South
MA-HOM-E-1628,Nathan Mautz,Home Office,New York City,New York,East
MA-HOM-E-1629,Nathan Mautz,Home Office,New York City,New York,East
MA-HOM-E-1630,Nathan Mautz,Home Office,New York City,New York,East
MA-HOM-E-1631,Nathan Mautz,Home Office,New York City,New York,East
MA-HOM-E-1632,Nathan Mautz,Home Office,New York City,New York,East
DA-CON-C-1633,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1634,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1635,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1636,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1637,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1638,Karen Daniels,Consumer,Houston,Texas,Central
DA-CON-C-1639,Karen Daniels,Consumer,Houston,Texas,Central
MO-COR-C-1640,Brian Moss,Corporate,Dallas,Texas,Central
MO-COR-C-1641,Brian Moss,Corporate,Dallas,Texas,Central
CA-CON-C-1642,Nathan Cano,Consumer,Fort Worth,Texas,Central
LE-CON-C-1643,Jack Lebron,Consumer,Houston,Texas,Central
LE-CON-C-1644,Jack Lebron,Consumer,Houston,Texas,Central
EM-CON-E-1645,Ricardo Emerson,Consumer,Kent,Ohio,East
MA-CON-C-1646,Tamara Manning,Consumer,Woodstock,Illinois,Central
FR-COR-W-1647,Barry Französisch,Corporate,Seattle,Washington,West
HO-CON-S-1648,Shahid Hopkins,Consumer,Jacksonville,North Carolina,South
HO-CON-S-1649,Shahid Hopkins,Consumer,Jacksonville,North Carolina,South
HO-CON-S-1650,Shahid Hopkins,Consumer,Jacksonville,North Carolina,South
HO-CON-S-1651,Shahid Hopkins,Consumer,Jacksonville,North Carolina,South
MI-HOM-S-1652,Valerie Mitchum,Home Office,Marietta,Georgia,South
MI-HOM-S-1653,Valerie Mitchum,Home Office,Marietta,Georgia,South
LA-CON-E-1654,Dan Lawera,Consumer,Cincinnati,Ohio,East
KA-CON-S-1655,Jim Karlsson,Consumer,Jackson,Mississippi,South
KA-CON-S-1656,Jim Karlsson,Consumer,Jackson,Mississippi,South
TR-CON-E-1657,Carol Triggs,Consumer,Lawrence,Massachusetts,East
TR-CON-E-1658,Carol Triggs,Consumer,Lawrence,Massachusetts,East
TR-CON-E-1659,Carol Triggs,Consumer,Lawrence,Massachusetts,East
TR-CON-E-1660,Carol Triggs,Consumer,Lawrence,Massachusetts,East
KE-COR-C-1661,David Kendrick,Corporate,Decatur,Illinois,Central
KE-COR-C-1662,David Kendrick,Corporate,Decatur,Illinois,Central
FU-CON-S-1663,Peter Fuller,Consumer,Richmond,Kentucky,South
FU-CON-S-1664,Peter Fuller,Consumer,Richmond,Kentucky,South
FU-CON-S-1665,Peter Fuller,Consumer,Richmond,Kentucky,South
GR-HOM-W-1666,Matthew Grinstein,Home Office,Seattle,Washington,West
GR-HOM-W-1667,Matthew Grinstein,Home Office,Seattle,Washington,West
KU-CON-E-1668,Jamie Kunitz,Consumer,Niagara Falls,New York,East
CH-COR-C-1669,Noah Childs,Corporate,Columbus,Indiana,Central
CH-COR-C-1670,Noah Childs,Corporate,Columbus,Indiana,Central
RE-CON-C-1671,Craig Reiter,Consumer,Chicago,Illinois,Central
DI-CON-S-1672,Dorothy Dickinson,Consumer,Memphis,Tennessee,South
NO-CON-E-1673,Duane Noonan,Consumer,Columbia,Maryland,East
NO-CON-E-1674,Duane Noonan,Consumer,Columbia,Maryland,East
NO-CON-E-1675,Duane Noonan,Consumer,Columbia,Maryland,East
CR-CON-C-1676,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1677,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1678,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1679,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1680,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1681,Sam Craven,Consumer,Plano,Texas,Central
CR-CON-C-1682,Sam Craven,Consumer,Plano,Texas,Central
KA-CON-E-1683,Chloris Kastensmidt,Consumer,Columbus,Ohio,East
KA-CON-E-1684,Chloris Kastensmidt,Consumer,Columbus,Ohio,East
CO-CON-E-1685,Chris Cortes,Consumer,New York City,New York,East
TH-HOM-W-1686,Beth Thompson,Home Office,San Gabriel,California,West
TH-HOM-W-1687,Beth Thompson,Home Office,San Gabriel,California,West
TH-HOM-W-1688,Beth Thompson,Home Office,San Gabriel,California,West
DE-HOM-W-1689,Cynthia Delaney,Home Office,Moreno Valley,California,West
DE-HOM-W-1690,Cynthia Delaney,Home Office,Moreno Valley,California,West
DE-HOM-W-1691,Cynthia Delaney,Home Office,Moreno Valley,California,West
DE-HOM-W-1692,Cynthia Delaney,Home Office,Moreno Valley,California,West
MA-HOM-E-1693,Robert Marley,Home Office,New York City,New York,East
MA-HOM-E-1694,Robert Marley,Home Office,New York City,New York,East
GR-CON-W-1695,Alejandro Grove,Consumer,West Jordan,Utah,West
ET-HOM-S-1696,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1697,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1698,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1699,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1700,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1701,Maria Etezadi,Home Office,Henderson,Kentucky,South
ET-HOM-S-1702,Maria Etezadi,Home Office,Henderson,Kentucky,South
BI-CON-C-1703,Richard Bierner,Consumer,Saint Louis,Missouri,Central
O'-COR-E-1704,Jack O'Briant,Corporate,Buffalo,New York,East
FE-HOM-E-1705,Ben Ferrer,Home Office,Baltimore,Maryland,East
GE-COR-S-1706,Andy Gerbode,Corporate,Saint Petersburg,Florida,South
GE-COR-S-1707,Andy Gerbode,Corporate,Saint Petersburg,Florida,South
PR-CON-C-1708,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1709,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1710,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1711,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1712,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1713,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1714,Xylona Preis,Consumer,Westland,Michigan,Central
PR-CON-C-1715,Xylona Preis,Consumer,Westland,Michigan,Central
AD-COR-C-1716,Carol Adams,Corporate,Rapid City,South Dakota,Central
AD-COR-C-1717,Carol Adams,Corporate,Rapid City,South Dakota,Central
SH-COR-E-1718,Bill Shonely,Corporate,New York City,New York,East
MO-HOM-W-1719,Eugene Moren,Home Office,Great Falls,Montana,West
LU-HOM-W-1720,Paul Lucas,Home Office,Los Angeles,California,West
LU-HOM-W-1721,Paul Lucas,Home Office,Los Angeles,California,West
WE-CON-C-1722,Giulietta Weimer,Consumer,Houston,Texas,Central
WE-CON-C-1723,Giulietta Weimer,Consumer,Houston,Texas,Central
AR-CON-C-1724,Guy Armstrong,Consumer,Columbia,Missouri,Central
AR-CON-C-1725,Guy Armstrong,Consumer,Columbia,Missouri,Central
AR-CON-C-1726,Guy Armstrong,Consumer,Columbia,Missouri,Central
AR-CON-C-1727,Guy Armstrong,Consumer,Columbia,Missouri,Central
AR-CON-C-1728,Guy Armstrong,Consumer,Columbia,Missouri,Central
AR-CON-C-1729,Guy Armstrong,Consumer,Columbia,Missouri,Central
BL-CON-E-1730,Tracy Blumstein,Consumer,New York City,New York,East
PR-CON-W-1731,Nora Preis,Consumer,Fresno,California,West
PR-CON-W-1732,Nora Preis,Consumer,Fresno,California,West
PR-CON-W-1733,Nora Preis,Consumer,Fresno,California,West
PA-HOM-W-1734,Dennis Pardue,Home Office,San Francisco,California,West
PA-HOM-W-1735,Dennis Pardue,Home Office,San Francisco,California,West
PA-HOM-W-1736,Dennis Pardue,Home Office,San Francisco,California,West
AB-HOM-E-1737,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East
AB-HOM-E-1738,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East
WE-CON-W-1739,Natalie Webber,Consumer,Tigard,Oregon,West
WE-CON-W-1740,Natalie Webber,Consumer,Tigard,Oregon,West
WE-CON-W-1741,Natalie Webber,Consumer,Tigard,Oregon,West
FO-CON-C-1742,Luke Foster,Consumer,San Antonio,Texas,Central
FO-CON-C-1743,Luke Foster,Consumer,San Antonio,Texas,Central
FO-CON-C-1744,Luke Foster,Consumer,San Antonio,Texas,Central
FO-CON-C-1745,Luke Foster,Consumer,San Antonio,Texas,Central
FO-CON-C-1746,Luke Foster,Consumer,San Antonio,Texas,Central
FO-CON-C-1747,Luke Foster,Consumer,San Antonio,Texas,Central
MI-CON-E-1748,Kunst Miller,Consumer,Long Beach,New York,East
BI-CON-E-1749,Aimee Bixby,Consumer,Yonkers,New York,East
BI-CON-E-1750,Aimee Bixby,Consumer,Yonkers,New York,East
BI-CON-E-1751,Aimee Bixby,Consumer,Yonkers,New York,East
BI-CON-E-1752,Aimee Bixby,Consumer,Yonkers,New York,East
BI-CON-E-1753,Aimee Bixby,Consumer,Yonkers,New York,East
VI-CON-S-1754,Stewart Visinsky,Consumer,Jacksonville,Florida,South
VI-CON-S-1755,Stewart Visinsky,Consumer,Jacksonville,Florida,South
GO-CON-C-1756,Speros Goranitis,Consumer,Chicago,Illinois,Central
GO-CON-C-1757,Speros Goranitis,Consumer,Chicago,Illinois,Central
GO-CON-C-1758,Speros Goranitis,Consumer,Chicago,Illinois,Central
FJ-HOM-W-1759,Nicole Fjeld,Home Office,San Jose,California,West
BL-COR-W-1760,Barry Blumstein,Corporate,Los Angeles,California,West
SE-COR-C-1761,Thomas Seio,Corporate,Chicago,Illinois,Central
SE-COR-C-1762,Thomas Seio,Corporate,Chicago,Illinois,Central
HO-COR-S-1763,Fred Hopkins,Corporate,Knoxville,Tennessee,South
HO-COR-S-1764,Fred Hopkins,Corporate,Knoxville,Tennessee,South
HO-CON-W-1765,Joseph Holt,Consumer,Seattle,Washington,West
AK-CON-S-1766,Ryan Akin,Consumer,Miami,Florida,South
AK-CON-S-1767,Ryan Akin,Consumer,Miami,Florida,South
AK-CON-S-1768,Ryan Akin,Consumer,Miami,Florida,South
CO-COR-W-1769,Scott Cohen,Corporate,Seattle,Washington,West
CO-COR-W-1770,Scott Cohen,Corporate,Seattle,Washington,West
FO-COR-W-1771,Sylvia Foulston,Corporate,San Diego,California,West
BE-COR-W-1772,Claudia Bergmann,Corporate,Camarillo,California,West
BE-COR-W-1773,Claudia Bergmann,Corporate,Camarillo,California,West
BE-COR-W-1774,Claudia Bergmann,Corporate,Camarillo,California,West
BE-COR-W-1775,Claudia Bergmann,Corporate,Camarillo,California,West
JA-HOM-W-1776,Heather Jas,Home Office,Mesa,Arizona,West
JA-HOM-W-1777,Heather Jas,Home Office,Mesa,Arizona,West
VI-CON-E-1778,Dianna Vittorini,Consumer,Long Beach,New York,East
VI-CON-E-1779,Dianna Vittorini,Consumer,Long Beach,New York,East
MO-COR-E-1780,Brian Moss,Corporate,New York City,New York,East
MO-COR-E-1781,Brian Moss,Corporate,New York City,New York,East
MO-COR-E-1782,Brian Moss,Corporate,New York City,New York,East
MA-CON-E-1783,Irene Maddox,Consumer,Philadelphia,Pennsylvania,East
MC-CON-W-1784,Anne McFarland,Consumer,Los Angeles,California,West
WO-CON-E-1785,Scot Wooten,Consumer,Troy,New York,East
MC-COR-C-1786,Suzanne McNair,Corporate,Omaha,Nebraska,Central
MC-COR-C-1787,Suzanne McNair,Corporate,Omaha,Nebraska,Central
MC-COR-C-1788,Suzanne McNair,Corporate,Omaha,Nebraska,Central
CH-COR-E-1789,Ann Chong,Corporate,Philadelphia,Pennsylvania,East
CH-COR-E-1790,Ann Chong,Corporate,Philadelphia,Pennsylvania,East
HO-HOM-S-1791,Tracy Hopkins,Home Office,Jacksonville,Florida,South
MO-COR-C-1792,Janet Molinari,Corporate,Chicago,Illinois,Central
MO-COR-C-1793,Janet Molinari,Corporate,Chicago,Illinois,Central
MO-COR-C-1794,Janet Molinari,Corporate,Chicago,Illinois,Central
MO-COR-C-1795,Janet Molinari,Corporate,Chicago,Illinois,Central
HA-CON-S-1796,Mark Hamilton,Consumer,Jacksonville,North Carolina,South
GI-CON-E-1797,Ivan Gibson,Consumer,Norwich,Connecticut,East
ST-COR-C-1798,Michael Stewart,Corporate,Dallas,Texas,Central
WO-CON-E-1799,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East
WO-CON-E-1800,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East
BA-COR-E-1801,Nona Balk,Corporate,Philadelphia,Pennsylvania,East
ME-CON-W-1802,Charlotte Melton,Consumer,San Diego,California,West
FO-CON-W-1803,Philip Fox,Consumer,San Diego,California,West
FO-CON-W-1804,Philip Fox,Consumer,San Diego,California,West
FO-CON-W-1805,Philip Fox,Consumer,San Diego,California,West
JO-CON-S-1806,Max Jones,Consumer,Miami,Florida,South
JO-CON-S-1807,Max Jones,Consumer,Miami,Florida,South
JO-CON-S-1808,Max Jones,Consumer,Miami,Florida,South
BR-COR-E-1809,David Bremer,Corporate,Marion,Ohio,East
BR-COR-E-1810,David Bremer,Corporate,Marion,Ohio,East
DA-CON-W-1811,Carlos Daly,Consumer,Lake Elsinore,California,West
BL-COR-W-1812,Ken Black,Corporate,Medford,Oregon,West
MA-CON-E-1813,Tamara Manning,Consumer,Auburn,New York,East
MA-CON-E-1814,Tamara Manning,Consumer,Auburn,New York,East
MA-CON-E-1815,Tamara Manning,Consumer,Auburn,New York,East
MA-CON-E-1816,Tamara Manning,Consumer,Auburn,New York,East
MA-CON-E-1817,Tamara Manning,Consumer,Auburn,New York,East
MA-CON-E-1818,Tamara Manning,Consumer,Auburn,New York,East
SI-CON-W-1819,Chad Sievert,Consumer,Seattle,Washington,West
JA-HOM-S-1820,Sanjit Jacobs,Home Office,Franklin,Tennessee,South
JA-HOM-S-1821,Sanjit Jacobs,Home Office,Franklin,Tennessee,South
JA-HOM-S-1822,Sanjit Jacobs,Home Office,Franklin,Tennessee,South
JA-HOM-S-1823,Sanjit Jacobs,Home Office,Franklin,Tennessee,South
JA-HOM-S-1824,Sanjit Jacobs,Home Office,Franklin,Tennessee,South
PA-HOM-E-1825,Mark Packer,Home Office,New York City,New York,East
PA-HOM-E-1826,Mark Packer,Home Office,New York City,New York,East
PA-HOM-E-1827,Mark Packer,Home Office,New York City,New York,East
PA-HOM-E-1828,Mark Packer,Home Office,New York City,New York,East
PA-HOM-E-1829,Mark Packer,Home Office,New York City,New York,East
HA-COR-W-1830,Dave Hallsten,Corporate,Los Angeles,California,West
HA-COR-W-1831,Dave Hallsten,Corporate,Los Angeles,California,West
WI-CON-S-1832,Katrina Willman,Consumer,Florence,Kentucky,South
WI-CON-S-1833,Katrina Willman,Consumer,Florence,Kentucky,South
WI-CON-S-1834,Katrina Willman,Consumer,Florence,Kentucky,South
WE-CON-S-1835,Natalie Webber,Consumer,Mobile,Alabama,South
WE-CON-S-1836,Natalie Webber,Consumer,Mobile,Alabama,South
WE-CON-S-1837,Natalie Webber,Consumer,Mobile,Alabama,South
WI-CON-S-1838,Kelly Williams,Consumer,Monroe,Louisiana,South
HU-CON-S-1839,John Huston,Consumer,Monroe,North Carolina,South
GO-COR-E-1840,Henry Goldwyn,Corporate,Philadelphia,Pennsylvania,East
BE-COR-W-1841,Karen Bern,Corporate,Los Angeles,California,West
FE-CON-W-1842,Jennifer Ferguson,Consumer,Spokane,Washington,West
FE-CON-W-1843,Jennifer Ferguson,Consumer,Spokane,Washington,West
RY-COR-E-1844,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East
RY-COR-E-1845,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East
RY-COR-E-1846,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East
WA-COR-C-1847,Helen Wasserman,Corporate,Detroit,Michigan,Central
WA-COR-C-1848,Helen Wasserman,Corporate,Detroit,Michigan,Central
OL-CON-S-1849,Frank Olsen,Consumer,Columbus,Georgia,South
SC-HOM-S-1850,Shirley Schmidt,Home Office,Louisville,Kentucky,South
SC-HOM-S-1851,Shirley Schmidt,Home Office,Louisville,Kentucky,South
SC-HOM-S-1852,Shirley Schmidt,Home Office,Louisville,Kentucky,South
SC-HOM-S-1853,Shirley Schmidt,Home Office,Louisville,Kentucky,South
NA-CON-E-1854,Edward Nazzal,Consumer,New York City,New York,East
NA-CON-E-1855,Edward Nazzal,Consumer,New York City,New York,East
NA-CON-E-1856,Edward Nazzal,Consumer,New York City,New York,East
JE-HOM-C-1857,Joel Jenkins,Home Office,Houston,Texas,Central
BL-COR-W-1858,Ken Black,Corporate,San Francisco,California,West
BL-COR-W-1859,Ken Black,Corporate,San Francisco,California,West
TH-HOM-W-1860,Beth Thompson,Home Office,Seattle,Washington,West
PA-HOM-S-1861,Mark Packer,Home Office,Smyrna,Georgia,South
PA-HOM-S-1862,Mark Packer,Home Office,Smyrna,Georgia,South
VE-COR-S-1863,Benjamin Venier,Corporate,Miami,Florida,South
CH-COR-W-1864,Shaun Chance,Corporate,Los Angeles,California,West
CH-COR-W-1865,Shaun Chance,Corporate,Los Angeles,California,West
PA-COR-S-1866,Sung Pak,Corporate,Murfreesboro,Tennessee,South
PA-COR-S-1867,Sung Pak,Corporate,Murfreesboro,Tennessee,South
PA-COR-S-1868,Sung Pak,Corporate,Murfreesboro,Tennessee,South
PA-COR-S-1869,Sung Pak,Corporate,Murfreesboro,Tennessee,South
PA-COR-S-1870,Sung Pak,Corporate,Murfreesboro,Tennessee,South
RE-COR-E-1871,Dan Reichenbach,Corporate,New York City,New York,East
RE-HOM-C-1872,Hallie Redmond,Home Office,Milwaukee,Wisconsin,Central
GE-CON-C-1873,Nathan Gelder,Consumer,Quincy,Illinois,Central
OL-COR-S-1874,Lori Olson,Corporate,Suffolk,Virginia,South
OL-COR-S-1875,Lori Olson,Corporate,Suffolk,Virginia,South
PO-COR-C-1876,Tracy Poddar,Corporate,Coppell,Texas,Central
CA-HOM-E-1877,Frank Carlisle,Home Office,Springfield,Ohio,East
HO-CON-S-1878,Jonathan Howell,Consumer,West Palm Beach,Florida,South
SM-COR-E-1879,Erin Smith,Corporate,Providence,Rhode Island,East
SM-COR-E-1880,Erin Smith,Corporate,Providence,Rhode Island,East
GJ-COR-S-1881,Andrew Gjertsen,Corporate,Alexandria,Virginia,South
CU-HOM-E-1882,Chad Cunningham,Home Office,Cleveland,Ohio,East
MA-CON-W-1883,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1884,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1885,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1886,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1887,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1888,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1889,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1890,Irene Maddox,Consumer,Colorado Springs,Colorado,West
MA-CON-W-1891,Irene Maddox,Consumer,Colorado Springs,Colorado,West
O'-CON-W-1892,Patrick O'Brill,Consumer,San Francisco,California,West
O'-CON-W-1893,Patrick O'Brill,Consumer,San Francisco,California,West
O'-CON-W-1894,Patrick O'Brill,Consumer,San Francisco,California,West
BR-COR-W-1895,Ed Braxton,Corporate,San Diego,California,West
BE-COR-E-1896,Claudia Bergmann,Corporate,Newark,Delaware,East
BE-COR-E-1897,Claudia Bergmann,Corporate,Newark,Delaware,East
BE-COR-E-1898,Claudia Bergmann,Corporate,Newark,Delaware,East
RA-HOM-E-1899,Daniel Raglin,Home Office,Franklin,Massachusetts,East
RA-HOM-E-1900,Daniel Raglin,Home Office,Franklin,Massachusetts,East
RA-HOM-E-1901,Daniel Raglin,Home Office,Franklin,Massachusetts,East
RA-HOM-E-1902,Daniel Raglin,Home Office,Franklin,Massachusetts,East
RA-HOM-C-1903,Daniel Raglin,Home Office,Normal,Illinois,Central
HA-COR-S-1904,Dave Hallsten,Corporate,Decatur,Alabama,South
HA-COR-S-1905,Dave Hallsten,Corporate,Decatur,Alabama,South
HA-COR-S-1906,Dave Hallsten,Corporate,Decatur,Alabama,South
HA-COR-S-1907,Dave Hallsten,Corporate,Decatur,Alabama,South
HE-CON-W-1908,Keith Herrera,Consumer,San Bernardino,California,West
HE-CON-W-1909,Keith Herrera,Consumer,San Bernardino,California,West
HE-CON-W-1910,Keith Herrera,Consumer,San Bernardino,California,West
MU-COR-E-1911,Brendan Murry,Corporate,New York City,New York,East
MU-COR-E-1912,Brendan Murry,Corporate,New York City,New York,East
MU-COR-E-1913,Brendan Murry,Corporate,New York City,New York,East
PA-COR-C-1914,Sung Pak,Corporate,Rochester,Minnesota,Central
PA-COR-C-1915,Sung Pak,Corporate,Rochester,Minnesota,Central
MI-HOM-E-1916,Valerie Mitchum,Home Office,Philadelphia,Pennsylvania,East
MI-HOM-E-1917,Valerie Mitchum,Home Office,Philadelphia,Pennsylvania,East
TI-CON-W-1918,Meg Tillman,Consumer,Scottsdale,Arizona,West
TI-CON-W-1919,Meg Tillman,Consumer,Scottsdale,Arizona,West
PO-CON-W-1920,Darren Powers,Consumer,Los Angeles,California,West
PO-CON-W-1921,Darren Powers,Consumer,Los Angeles,California,West
MC-CON-E-1922,Chad McGuire,Consumer,New York City,New York,East
FR-CON-E-1923,Jamie Frazer,Consumer,New York City,New York,East
PH-COR-S-1924,Christine Phan,Corporate,Miami,Florida,South
PH-COR-S-1925,Christine Phan,Corporate,Miami,Florida,South
CR-CON-E-1926,Marc Crier,Consumer,New York City,New York,East
CR-CON-E-1927,Marc Crier,Consumer,New York City,New York,East
NU-HOM-C-1928,Kristina Nunn,Home Office,Mcallen,Texas,Central
NU-HOM-C-1929,Kristina Nunn,Home Office,Mcallen,Texas,Central
KA-CON-C-1930,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central
KA-CON-C-1931,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central
KA-CON-C-1932,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central
KA-CON-C-1933,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central
KA-CON-C-1934,Dana Kaydos,Consumer,Kenosha,Wisconsin,Central
AB-CON-E-1935,Helen Abelman,Consumer,Franklin,Massachusetts,East
AD-COR-C-1936,Carol Adams,Corporate,Port Arthur,Texas,Central
AD-COR-C-1937,Carol Adams,Corporate,Port Arthur,Texas,Central
AD-COR-C-1938,Carol Adams,Corporate,Port Arthur,Texas,Central
TH-CON-W-1939,Guy Thornton,Consumer,Long Beach,California,West
TH-CON-W-1940,Guy Thornton,Consumer,Long Beach,California,West
FE-CON-W-1941,Jennifer Ferguson,Consumer,Sparks,Nevada,West
AR-HOM-C-1942,Pete Armstrong,Home Office,Richmond,Indiana,Central
AR-HOM-C-1943,Pete Armstrong,Home Office,Richmond,Indiana,Central
FE-COR-S-1944,Randy Ferguson,Corporate,East Point,Georgia,South
FE-COR-S-1945,Randy Ferguson,Corporate,East Point,Georgia,South
FE-COR-S-1946,Randy Ferguson,Corporate,East Point,Georgia,South
WE-CON-C-1947,Julia West,Consumer,Chicago,Illinois,Central
NO-COR-E-1948,Brad Norvell,Corporate,Philadelphia,Pennsylvania,East
