"order_id","customer_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","order_details_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","customer_name","customer_segment","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2015-131800","64","2015-12-30 00:00:00","New York City","New York","East","United States","10035","2016-01-04 00:00:00","Standard Class","824","952","3","0","31","0.25","123","Astrea Jones","Consumer","Kensington 6 Outlet SmartSocket Surge Protector","Office Supplies","Appliances","Kensington"
"CA-2015-131905","563","2015-02-06 00:00:00","Chesapeake","Virginia","South","United States","23320","2015-02-09 00:00:00","First Class","825","188","4","0","7","0.48","15","Neil Ducich","Corporate","Avery 480","Office Supplies","Labels","Avery"
"CA-2015-131905","563","2015-02-06 00:00:00","Chesapeake","Virginia","South","United States","23320","2015-02-09 00:00:00","First Class","826","159","5","0","42","0.29","145","Neil Ducich","Corporate","AT&T CL82213","Technology","Phones","AT&T"
"CA-2015-131905","563","2015-02-06 00:00:00","Chesapeake","Virginia","South","United States","23320","2015-02-09 00:00:00","First Class","827","33","1","0","42","0.26","162","Neil Ducich","Corporate","Aastra 57i VoIP phone","Technology","Phones","Other"
"CA-2015-131926","231","2015-06-01 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-06-06 00:00:00","Second Class","828","1808","4","0","12","0.48","26","Dianna Wilson","Home Office","Xerox 205","Office Supplies","Paper","Xerox"
"CA-2015-131926","231","2015-06-01 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-06-06 00:00:00","Second Class","829","97","6","0","24","0.5","48","Dianna Wilson","Home Office","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies","Paper","Adams"
"CA-2015-131926","231","2015-06-01 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-06-06 00:00:00","Second Class","830","1388","2","0","42","0.25","167","Dianna Wilson","Home Office","Safco Steel Mobile File Cart","Office Supplies","Storage","SAFCO"
"CA-2015-131926","231","2015-06-01 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-06-06 00:00:00","Second Class","831","853","5","0","496","0.33","1503","Dianna Wilson","Home Office","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Office Supplies","Appliances","Honeywell"
"CA-2015-131926","231","2015-06-01 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-06-06 00:00:00","Second Class","832","744","7","0","581","0.29","2002","Dianna Wilson","Home Office","Global Deluxe High-Back Manager's Chair","Furniture","Chairs","Global"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","833","1127","2","0.2","0","0.09","5","Joseph Airdo","Consumer","Newell 313","Office Supplies","Art","Newell"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","834","1284","5","0.7","-22","-0.73","30","Joseph Airdo","Consumer","Plantronics Single Ear Headset","Technology","Machines","Plantronics"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","835","347","3","0.2","5","0.13","38","Joseph Airdo","Consumer","Boston 16701 Slimline Battery Pencil Sharpener","Office Supplies","Art","Boston"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","836","1355","5","0.2","13","0.33","40","Joseph Airdo","Consumer","Riverleaf Stik-Withit Designer Note Cubes","Office Supplies","Paper","Other"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","837","1606","10","0.2","17","0.3","56","Joseph Airdo","Consumer","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","Technology","Accessories","Verbatim"
"CA-2015-131947","397","2015-09-17 00:00:00","Springfield","Oregon","West","United States","97477","2015-09-22 00:00:00","Standard Class","838","1758","6","0.2","46","0.31","149","Joseph Airdo","Consumer","Xerox 1960","Office Supplies","Paper","Xerox"
"CA-2015-132010","532","2015-10-13 00:00:00","Richmond","Virginia","South","United States","23223","2015-10-15 00:00:00","First Class","839","1650","3","0","7","0.47","15","Michelle Arnett","Home Office","Wilson Jones Standard D-Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2015-132010","532","2015-10-13 00:00:00","Richmond","Virginia","South","United States","23223","2015-10-15 00:00:00","First Class","840","1403","2","0","4","0.19","23","Michelle Arnett","Home Office","SanDisk Cruzer 16 GB USB Flash Drive","Technology","Accessories","SanDisk"
"CA-2015-132010","532","2015-10-13 00:00:00","Richmond","Virginia","South","United States","23223","2015-10-15 00:00:00","First Class","841","1253","5","0","17","0.48","36","Michelle Arnett","Home Office","Pastel Pink Envelopes","Office Supplies","Envelopes","Other"
"CA-2015-132010","532","2015-10-13 00:00:00","Richmond","Virginia","South","United States","23223","2015-10-15 00:00:00","First Class","842","1485","4","0","6","0.02","315","Michelle Arnett","Home Office","Space Solutions Industrial Galvanized Steel Shelving.","Office Supplies","Storage","Space Solutions"
"CA-2015-132227","668","2015-11-04 00:00:00","New York City","New York","East","United States","10011","2015-11-10 00:00:00","Standard Class","843","47","4","0.2","19","0.36","52","Sam Zeldin","Home Office","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","Office Supplies","Binders","Acco"
"CA-2015-132451","418","2015-09-26 00:00:00","San Diego","California","West","United States","92105","2015-09-27 00:00:00","First Class","844","1821","3","0","9","0.48","19","Karen Ferguson","Home Office","Xerox 217","Office Supplies","Paper","Xerox"
"CA-2015-132451","418","2015-09-26 00:00:00","San Diego","California","West","United States","92105","2015-09-27 00:00:00","First Class","845","833","3","0.2","73","0.13","586","Karen Ferguson","Home Office","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Furniture","Chairs","Hon"
"CA-2015-132500","297","2015-09-08 00:00:00","San Francisco","California","West","United States","94110","2015-09-12 00:00:00","Standard Class","846","1034","2","0","8","0.17","50","Gary Zandusky","Consumer","Logitech Wireless Touch Keyboard K400","Technology","Accessories","Logitech"
"CA-2015-132542","24","2015-10-06 00:00:00","Omaha","Nebraska","Central","United States","68104","2015-10-08 00:00:00","Second Class","847","720","2","0","8","0.5","15","Alice McCarthy","Corporate","GBC VeloBinder Strips","Office Supplies","Binders","GBC"
"CA-2015-132612","286","2015-06-09 00:00:00","Harrisonburg","Virginia","South","United States","22801","2015-06-11 00:00:00","Second Class","848","311","7","0","245","0.17","1441","Frank Olsen","Consumer","Bevis 44 x 96 Conference Tables","Furniture","Tables","Bevis"
"CA-2015-132787","541","2015-09-19 00:00:00","Seattle","Washington","West","United States","98115","2015-09-23 00:00:00","Standard Class","849","502","6","0","25","0.27","93","Mike Caudle","Corporate","Decoflex Hanging Personal Folder File, Blue","Office Supplies","Storage","Decoflex"
"CA-2015-132801","386","2015-10-07 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-12 00:00:00","Standard Class","850","652","10","0.2","11","0.1","107","John Grady","Corporate","Fellowes Personal Hanging Folder Files, Navy","Office Supplies","Storage","Fellowes"
"CA-2015-132864","425","2015-12-02 00:00:00","Columbus","Ohio","East","United States","43229","2015-12-07 00:00:00","Standard Class","851","915","5","0.2","30","0.25","120","Katherine Nockton","Corporate","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","Technology","Accessories","Imation"
"CA-2015-132913","6","2015-12-24 00:00:00","San Diego","California","West","United States","92037","2015-12-26 00:00:00","First Class","852","290","1","0","4","0.26","14","Adam Shillingsburg","Consumer","Belkin 7-Outlet SurgeMaster Home Series","Office Supplies","Appliances","Belkin"
"CA-2015-132962","368","2015-09-13 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2015-09-16 00:00:00","First Class","853","1784","3","0.2","5","0.35","16","Jessica Myrick","Consumer","Xerox 1985","Office Supplies","Paper","Xerox"
"CA-2015-132962","368","2015-09-13 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2015-09-16 00:00:00","First Class","854","890","5","0.2","54","0.21","252","Jessica Myrick","Consumer","Hypercom P1300 Pinpad","Technology","Accessories","Other"
"CA-2015-132983","211","2015-04-28 00:00:00","Jamestown","New York","East","United States","14701","2015-05-03 00:00:00","Standard Class","855","1011","2","0","58","0.36","160","David Smith","Corporate","Logitech G600 MMO Gaming Mouse","Technology","Accessories","Logitech"
"CA-2015-133158","212","2015-08-19 00:00:00","Los Angeles","California","West","United States","90045","2015-08-21 00:00:00","Second Class","856","1426","2","0.2","23","0.33","69","David Wiener","Corporate","Satellite Sectional Post Binders","Office Supplies","Binders","Other"
"CA-2015-133158","212","2015-08-19 00:00:00","Los Angeles","California","West","United States","90045","2015-08-21 00:00:00","Second Class","857","506","7","0","26","0.09","289","David Wiener","Corporate","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","Furniture","Furnishings","Deflect-o"
"CA-2015-133228","513","2015-04-04 00:00:00","Detroit","Michigan","Central","United States","48205","2015-04-09 00:00:00","Standard Class","858","107","1","0","2","0.43","5","Maurice Satty","Consumer","Advantus Panel Wall Acrylic Frame","Furniture","Furnishings","Advantus"
"CA-2015-133228","513","2015-04-04 00:00:00","Detroit","Michigan","Central","United States","48205","2015-04-09 00:00:00","Standard Class","859","1133","4","0","24","0.3","79","Maurice Satty","Consumer","Newell 319","Office Supplies","Art","Newell"
"CA-2015-133270","119","2015-06-06 00:00:00","Rochester","New York","East","United States","14609","2015-06-09 00:00:00","First Class","860","1416","2","0","5","0.37","13","Bryan Mills","Consumer","Sanford Liquid Accent Highlighters","Office Supplies","Art","Sanford"
"CA-2015-133305","496","2015-07-11 00:00:00","New York City","New York","East","United States","10011","2015-07-15 00:00:00","Standard Class","861","1119","5","0.2","6","0.35","18","Mark Hamilton","Consumer","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","Office Supplies","Binders","Newell"
"CA-2015-133305","496","2015-07-11 00:00:00","New York City","New York","East","United States","10011","2015-07-15 00:00:00","Standard Class","862","1671","4","0","23","0.47","49","Mark Hamilton","Consumer","Xerox 1881","Office Supplies","Paper","Xerox"
"CA-2015-133354","721","2015-02-22 00:00:00","Moreno Valley","California","West","United States","92553","2015-02-24 00:00:00","First Class","863","1825","3","0","9","0.48","19","Sue Ann Reed","Consumer","Xerox 220","Office Supplies","Paper","Xerox"
"CA-2015-133389","751","2015-06-22 00:00:00","Phoenix","Arizona","West","United States","85023","2015-06-22 00:00:00","Same Day","864","1489","3","0.7","-6","-0.73","8","Toby Braunhardt","Consumer","SpineVue Locking Slant-D Ring Binders by Cardinal","Office Supplies","Binders","Other"
"CA-2015-133424","239","2015-03-30 00:00:00","Seattle","Washington","West","United States","98105","2015-04-04 00:00:00","Standard Class","865","1514","3","0","0","0","16","Dorris liebe","Corporate","Sterilite Show Offs Storage Containers","Office Supplies","Storage","Sterilite"
"CA-2015-133424","239","2015-03-30 00:00:00","Seattle","Washington","West","United States","98105","2015-04-04 00:00:00","Standard Class","866","199","3","0","22","0.5","44","Dorris liebe","Corporate","Avery 490","Office Supplies","Labels","Avery"
"CA-2015-133543","443","2015-12-22 00:00:00","San Jose","California","West","United States","95123","2015-12-26 00:00:00","Standard Class","867","1148","4","0","3","0.27","12","Khloe Miller","Consumer","Newell 332","Office Supplies","Art","Newell"
"CA-2015-133592","424","2015-12-31 00:00:00","Providence","Rhode Island","East","United States","2908","2016-01-07 00:00:00","Standard Class","868","1768","3","0","7","0.47","15","Katherine Murray","Home Office","Xerox 1970","Office Supplies","Paper","Xerox"
"CA-2015-133592","424","2015-12-31 00:00:00","Providence","Rhode Island","East","United States","2908","2016-01-07 00:00:00","Standard Class","869","1710","4","0","92","0.47","196","Katherine Murray","Home Office","Xerox 1917","Office Supplies","Paper","Xerox"
"CA-2015-133592","424","2015-12-31 00:00:00","Providence","Rhode Island","East","United States","2908","2016-01-07 00:00:00","Standard Class","870","1436","2","0","79","0.23","342","Katherine Murray","Home Office","Sauder Inglewood Library Bookcases","Furniture","Bookcases","Sauder"
"CA-2015-133592","424","2015-12-31 00:00:00","Providence","Rhode Island","East","United States","2908","2016-01-07 00:00:00","Standard Class","871","753","6","0","151","0.25","606","Katherine Murray","Home Office","Global Fabric Manager's Chair, Dark Gray","Furniture","Chairs","Global"
"CA-2015-133592","424","2015-12-31 00:00:00","Providence","Rhode Island","East","United States","2908","2016-01-07 00:00:00","Standard Class","872","1283","4","0","743","0.44","1688","Katherine Murray","Home Office","Plantronics Savi W720 Multi-Device Wireless Headset System","Technology","Accessories","Plantronics"
"CA-2015-133634","715","2015-11-05 00:00:00","Arlington","Virginia","South","United States","22204","2015-11-10 00:00:00","Standard Class","873","1060","3","0","16","0.34","48","Steven Roelle","Home Office","Maxell 4.7GB DVD-RW 3/Pack","Technology","Accessories","Maxell"
"CA-2015-133690","117","2015-08-03 00:00:00","Denver","Colorado","West","United States","80219","2015-08-05 00:00:00","First Class","874","366","1","0.2","0","0.11","3","Bruce Stewart","Consumer","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","Office Supplies","Appliances","Other"
"CA-2015-133690","117","2015-08-03 00:00:00","Denver","Colorado","West","United States","80219","2015-08-05 00:00:00","First Class","875","364","2","0.5","-162","-0.74","219","Bruce Stewart","Consumer","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Furniture","Tables","Other"
"CA-2015-133704","532","2015-09-20 00:00:00","Los Angeles","California","West","United States","90004","2015-09-26 00:00:00","Standard Class","876","900","3","0.2","7","0.33","20","Michelle Arnett","Home Office","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","Binders","Ibico"
"CA-2015-133704","532","2015-09-20 00:00:00","Los Angeles","California","West","United States","90004","2015-09-26 00:00:00","Standard Class","877","1502","4","0","12","0.27","44","Michelle Arnett","Home Office","Staple holder","Office Supplies","Appliances","Staple holder"
"CA-2015-133753","126","2015-06-09 00:00:00","Huntsville","Texas","Central","United States","77340","2015-06-13 00:00:00","Second Class","878","1491","1","0.2","1","0.08","8","Carl Weiss","Home Office","Square Credit Card Reader","Technology","Phones","Square"
"CA-2015-133753","126","2015-06-09 00:00:00","Huntsville","Texas","Central","United States","77340","2015-06-13 00:00:00","Second Class","879","1020","2","0.2","10","0.16","64","Carl Weiss","Home Office","Logitech M510 Wireless Mouse","Technology","Accessories","Logitech"
"CA-2015-133753","126","2015-06-09 00:00:00","Huntsville","Texas","Central","United States","77340","2015-06-13 00:00:00","Second Class","880","346","2","0.2","6","0.09","70","Carl Weiss","Home Office","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","Art","Boston"
"CA-2015-133809","501","2015-11-18 00:00:00","Fairfield","Ohio","East","United States","45014","2015-11-23 00:00:00","Second Class","881","1290","2","0.4","-2","-0.22","10","MaryBeth Skach","Consumer","PNY Rapid USB Car Charger - Black","Technology","Phones","Other"
"CA-2015-133809","501","2015-11-18 00:00:00","Fairfield","Ohio","East","United States","45014","2015-11-23 00:00:00","Second Class","882","1316","8","0.7","-9","-0.73","12","MaryBeth Skach","Consumer","Pressboard Hanging Data Binders for Unburst Sheets","Office Supplies","Binders","Pressboard"
"CA-2015-133830","640","2015-12-05 00:00:00","Los Angeles","California","West","United States","90045","2015-12-10 00:00:00","Standard Class","883","109","3","0","7","0.48","15","Rob Lucas","Consumer","Advantus Plastic Paper Clips","Office Supplies","Fasteners","Advantus"
"CA-2015-133830","640","2015-12-05 00:00:00","Los Angeles","California","West","United States","90045","2015-12-10 00:00:00","Standard Class","884","1304","9","0","12","0.45","26","Rob Lucas","Consumer","Prang Colored Pencils","Office Supplies","Art","Prang"
"CA-2015-133830","640","2015-12-05 00:00:00","Los Angeles","California","West","United States","90045","2015-12-10 00:00:00","Standard Class","885","1728","4","0","23","0.47","49","Rob Lucas","Consumer","Xerox 1933","Office Supplies","Paper","Xerox"
"CA-2015-133851","162","2015-06-09 00:00:00","San Francisco","California","West","United States","94122","2015-06-16 00:00:00","Standard Class","886","1504","2","0","0","0.02","7","Chuck Magee","Consumer","Staple remover","Office Supplies","Supplies","Staple remover"
"CA-2015-133851","162","2015-06-09 00:00:00","San Francisco","California","West","United States","94122","2015-06-16 00:00:00","Standard Class","887","512","2","0","11","0.46","23","Chuck Magee","Consumer","Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","Other"
"CA-2015-133963","300","2015-05-18 00:00:00","Dallas","Texas","Central","United States","75220","2015-05-22 00:00:00","Second Class","888","1745","1","0.2","1","0.36","4","George Ashbrook","Consumer","Xerox 1949","Office Supplies","Paper","Xerox"
"CA-2015-134061","455","2015-04-29 00:00:00","Rochester","New York","East","United States","14609","2015-05-04 00:00:00","Standard Class","889","486","2","0","6","0.34","17","Lauren Leatherbury","Consumer","Dax Clear Box Frame","Furniture","Furnishings","DAX"
"CA-2015-134103","545","2015-01-30 00:00:00","Detroit","Michigan","Central","United States","48234","2015-02-04 00:00:00","Standard Class","890","1770","2","0","5","0.45","11","Mike Vittorini","Consumer","Xerox 1972","Office Supplies","Paper","Xerox"
"CA-2015-134103","545","2015-01-30 00:00:00","Detroit","Michigan","Central","United States","48234","2015-02-04 00:00:00","Standard Class","891","1484","2","0","7","0.03","230","Mike Vittorini","Consumer","Space Solutions HD Industrial Steel Shelving.","Office Supplies","Storage","Space Solutions"
"CA-2015-134215","492","2015-08-04 00:00:00","Bangor","Maine","East","United States","4401","2015-08-08 00:00:00","Standard Class","892","611","2","0","28","0.27","102","Marina Lichtenstein","Corporate","Eureka The Boss Cordless Rechargeable Stick Vac","Office Supplies","Appliances","Eureka"
"CA-2015-134215","492","2015-08-04 00:00:00","Bangor","Maine","East","United States","4401","2015-08-08 00:00:00","Standard Class","893","1058","9","0","105","0.41","255","Marina Lichtenstein","Corporate","Maxell 4.7GB DVD-R","Technology","Accessories","Maxell"
"CA-2015-134215","492","2015-08-04 00:00:00","Bangor","Maine","East","United States","4401","2015-08-08 00:00:00","Standard Class","894","1480","13","0","125","0.48","260","Marina Lichtenstein","Corporate","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth"
"CA-2015-134278","260","2015-07-06 00:00:00","New York City","New York","East","United States","10011","2015-07-08 00:00:00","First Class","895","400","1","0.2","175","0.31","560","Emily Phan","Consumer","Canon Imageclass D680 Copier / Fax","Technology","Copiers","Canon"
"CA-2015-134313","660","2015-11-01 00:00:00","Denver","Colorado","West","United States","80219","2015-11-07 00:00:00","Standard Class","896","1102","3","0.2","4","0.1","43","Russell Applegate","Consumer","Model L Table or Wall-Mount Pencil Sharpener","Office Supplies","Art","Other"
"CA-2015-134313","660","2015-11-01 00:00:00","Denver","Colorado","West","United States","80219","2015-11-07 00:00:00","Standard Class","897","450","4","0.2","248","0.13","1984","Russell Applegate","Consumer","ClearOne CHATAttach 160 - speaker phone","Technology","Phones","ClearOne"
"CA-2015-134551","765","2015-12-20 00:00:00","Columbia","Tennessee","South","United States","38401","2015-12-25 00:00:00","Standard Class","898","1621","5","0.2","9","0.35","26","Tony Sayre","Consumer","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies","Paper","Other"
"CA-2015-134551","765","2015-12-20 00:00:00","Columbia","Tennessee","South","United States","38401","2015-12-25 00:00:00","Standard Class","899","858","7","0.2","4","0.09","44","Tony Sayre","Consumer","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies","Appliances","Hoover"
"CA-2015-134551","765","2015-12-20 00:00:00","Columbia","Tennessee","South","United States","38401","2015-12-25 00:00:00","Standard Class","900","1372","3","0.2","75","0.11","663","Tony Sayre","Consumer","SAFCO Arco Folding Chair","Furniture","Chairs","SAFCO"
"CA-2015-134572","690","2015-04-20 00:00:00","Houston","Texas","Central","United States","77070","2015-04-22 00:00:00","Second Class","901","1269","5","0.2","6","0.13","45","Seth Vernon","Consumer","Personal Folder Holder, Ebony","Office Supplies","Storage","Other"
"CA-2015-134572","690","2015-04-20 00:00:00","Houston","Texas","Central","United States","77070","2015-04-22 00:00:00","Second Class","902","1357","2","0.3","-132","-0.33","402","Seth Vernon","Consumer","Riverside Furniture Stanwyck Manor Table Series","Furniture","Tables","Riverside"
"CA-2015-134572","690","2015-04-20 00:00:00","Houston","Texas","Central","United States","77070","2015-04-22 00:00:00","Second Class","903","378","5","0.3","-96","-0.13","744","Seth Vernon","Consumer","Bush Advantage Collection Round Conference Table","Furniture","Tables","Bush"
"CA-2015-134621","225","2015-12-21 00:00:00","Columbia","Tennessee","South","United States","38401","2015-12-28 00:00:00","Standard Class","904","901","2","0.7","-15","-0.8","18","Dennis Pardue","Home Office","Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","Ibico"
"CA-2015-134677","789","2015-10-06 00:00:00","San Diego","California","West","United States","92024","2015-10-10 00:00:00","Standard Class","905","924","3","0","2","0.21","9","Xylona Preis","Consumer","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","Technology","Accessories","Imation"
"CA-2015-134726","716","2015-11-02 00:00:00","Seattle","Washington","West","United States","98115","2015-11-07 00:00:00","Second Class","906","1063","2","0","15","0.36","42","Steven Ward","Corporate","Maxell 74 Minute CD-R Spindle, 50/Pack","Technology","Accessories","Maxell"
"CA-2015-134726","716","2015-11-02 00:00:00","Seattle","Washington","West","United States","98115","2015-11-07 00:00:00","Second Class","907","1402","1","0.2","5","0.09","53","Steven Ward","Corporate","Samsung Rugby III","Technology","Phones","Samsung"
"CA-2015-135090","727","2015-11-22 00:00:00","Los Angeles","California","West","United States","90036","2015-11-26 00:00:00","Standard Class","908","1686","9","0","24","0.45","54","Susan Pistek","Consumer","Xerox 1895","Office Supplies","Paper","Xerox"
"CA-2015-135405","521","2015-01-09 00:00:00","Laredo","Texas","Central","United States","78041","2015-01-13 00:00:00","Standard Class","909","1126","2","0.2","1","0.13","9","Melanie Seite","Consumer","Newell 312","Office Supplies","Art","Newell"
"CA-2015-135405","521","2015-01-09 00:00:00","Laredo","Texas","Central","United States","78041","2015-01-13 00:00:00","Standard Class","910","1080","3","0.2","10","0.31","31","Melanie Seite","Consumer","Memorex Micro Travel Drive 8 GB","Technology","Accessories","Memorex"
"CA-2015-135608","374","2015-12-08 00:00:00","Olympia","Washington","West","United States","98502","2015-12-10 00:00:00","Second Class","911","1761","2","0","21","0.46","46","Jim Karlsson","Consumer","Xerox 1964","Office Supplies","Paper","Xerox"
"CA-2015-135608","374","2015-12-08 00:00:00","Olympia","Washington","West","United States","98502","2015-12-10 00:00:00","Second Class","912","529","5","0.2","45","0.08","604","Jim Karlsson","Consumer","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"CA-2015-135657","714","2015-06-03 00:00:00","Seattle","Washington","West","United States","98115","2015-06-07 00:00:00","Second Class","913","964","6","0","113","0.22","516","Steven Cartwright","Consumer","KI Adjustable-Height Table","Furniture","Tables","KI"
"CA-2015-135699","333","2015-08-29 00:00:00","San Francisco","California","West","United States","94110","2015-08-29 00:00:00","Same Day","914","1785","2","0","6","0.48","13","Hilary Holden","Corporate","Xerox 1986","Office Supplies","Paper","Xerox"
"CA-2015-135699","333","2015-08-29 00:00:00","San Francisco","California","West","United States","94110","2015-08-29 00:00:00","Same Day","915","1736","2","0","54","0.49","110","Hilary Holden","Corporate","Xerox 1940","Office Supplies","Paper","Xerox"
"CA-2015-135755","560","2015-05-03 00:00:00","Yonkers","New York","East","United States","10701","2015-05-10 00:00:00","Standard Class","916","238","3","0.2","4","0.36","11","Nathan Cano","Consumer","Avery Durable Plastic 1"" Binders","Office Supplies","Binders","Avery"
"CA-2015-135755","560","2015-05-03 00:00:00","Yonkers","New York","East","United States","10701","2015-05-10 00:00:00","Standard Class","917","698","3","0.2","15","0.36","40","Nathan Cano","Consumer","GBC Poly Designer Binding Covers","Office Supplies","Binders","GBC"
"CA-2015-135993","588","2015-05-28 00:00:00","Seattle","Washington","West","United States","98115","2015-06-02 00:00:00","Standard Class","918","914","4","0","2","0.08","28","Patrick Jones","Corporate","Imation 30456 USB Flash Drive 8GB","Technology","Accessories","Imation"
"CA-2015-135993","588","2015-05-28 00:00:00","Seattle","Washington","West","United States","98115","2015-06-02 00:00:00","Standard Class","919","891","6","0.2","6","0.1","57","Patrick Jones","Corporate","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Technology","Phones","Other"
"CA-2015-136280","175","2015-11-29 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2015-12-06 00:00:00","Standard Class","920","196","2","0.2","2","0.35","5","Corey-Lock","Consumer","Avery 488","Office Supplies","Labels","Avery"
"CA-2015-136336","236","2015-04-21 00:00:00","Henderson","Kentucky","South","United States","42420","2015-04-26 00:00:00","Standard Class","921","1377","6","0","0","0","829","Dorothy Badders","Corporate","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO"
"CA-2015-136399","139","2015-12-16 00:00:00","Los Angeles","California","West","United States","90049","2015-12-17 00:00:00","First Class","922","622","2","0","15","0.33","44","Chad Cunningham","Home Office","Executive Impressions 14"" Contract Wall Clock","Furniture","Furnishings","Executive Impressions"
"CA-2015-136399","139","2015-12-16 00:00:00","Los Angeles","California","West","United States","90049","2015-12-17 00:00:00","First Class","923","529","2","0.2","18","0.08","242","Chad Cunningham","Home Office","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"CA-2015-136399","139","2015-12-16 00:00:00","Los Angeles","California","West","United States","90049","2015-12-17 00:00:00","First Class","924","667","5","0","40","0.1","395","Chad Cunningham","Home Office","First Data FD10 PIN Pad","Technology","Accessories","First Data"
"CA-2015-136399","139","2015-12-16 00:00:00","Los Angeles","California","West","United States","90049","2015-12-17 00:00:00","First Class","925","726","4","0.2","71","0.11","627","Chad Cunningham","Home Office","GE 30524EE4","Technology","Phones","GE"
"CA-2015-136567","602","2015-12-20 00:00:00","Harrisonburg","Virginia","South","United States","22801","2015-12-21 00:00:00","First Class","926","1634","3","0","29","0.47","62","Penelope Sewall","Home Office","Wilson Jones Century Plastic Molded Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2015-136567","602","2015-12-20 00:00:00","Harrisonburg","Virginia","South","United States","22801","2015-12-21 00:00:00","First Class","927","1376","2","0","0","0","122","Penelope Sewall","Home Office","SAFCO Commercial Wire Shelving, 72h","Office Supplies","Storage","SAFCO"
"CA-2015-136567","602","2015-12-20 00:00:00","Harrisonburg","Virginia","South","United States","22801","2015-12-21 00:00:00","First Class","928","847","2","0","100","0.22","455","Penelope Sewall","Home Office","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","Furniture","Tables","Hon"
"CA-2015-136567","602","2015-12-20 00:00:00","Harrisonburg","Virginia","South","United States","22801","2015-12-21 00:00:00","First Class","929","424","7","0","494","0.22","2244","Penelope Sewall","Home Office","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","Furniture","Tables","Chromcraft"
"CA-2015-136644","704","2015-06-16 00:00:00","Mishawaka","Indiana","Central","United States","46544","2015-06-22 00:00:00","Standard Class","930","754","8","0","32","0.05","648","Sonia Cooley","Consumer","Global Geo Office Task Chair, Gray","Furniture","Chairs","Global"
"CA-2015-136742","315","2015-04-06 00:00:00","Lancaster","Pennsylvania","East","United States","17602","2015-04-10 00:00:00","Standard Class","931","975","6","0.7","-36","-0.8","45","Guy Phonely","Corporate","Large Capacity Hanging Post Binders","Office Supplies","Binders","Other"
